name,IDs,stakeholder_categories,Contents,date
crazy23,@crazy23abha11,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T16:23:15+00:00
rainmaker,@rainmak15333048,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T16:14:15+00:00
LipidLover MD,@LipidLover1030,,RT @ErinMichos: #Inclisiran,2021-01-30T16:12:39+00:00
Abdullah #Expo2020 🇦🇪🇦🇪❤️🇦🇪🇦🇪,@Abdullaslamry32,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T16:12:30+00:00
kawther,@kmubarak11,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T16:10:19+00:00
🇱🇾 الأنيق 🇱🇾,@2015Stylish2014,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T16:02:23+00:00
حنان العتيبي MBS 💗,@Hannoaletaibi,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T16:00:38+00:00
نشوة الرويني,@nashwaa,,خبر حلو. انا من ضحايا الكولسترول المرتفع 👍🏻,2021-01-30T15:59:27+00:00
Turki,@arrrrogate,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T15:55:53+00:00
ضميان بن عبدالله,@abu_yazeed86,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T15:54:49+00:00
Faisal.,@Faiisall_2,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T15:54:34+00:00
أمير حمد,@ameer3111983,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T15:52:17+00:00
سعد بن سلمان🎶,@za_xu,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-30T15:51:43+00:00
عبد العزيز الخميس,@alkhames,Journalist/Media,شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 3600 إلى 6000 دولار. حتـى الآن لم تحدد الموعد. الدواء سيغني بحول الله عن جرعة يومية.,2021-01-30T15:50:37+00:00
Gabriel Mañez Llopis,@Gabbywater,,Next future in the market #future,2021-01-30T15:04:48+00:00
Alireza Mazinanian,@AlirezaAustria,,In Vienna,2021-01-30T14:22:57+00:00
Vibha Amblihalli MD MPH,@vibha_md,Individual Other Health,RT @ErinMichos: Agree 💯. Looking forward to having this option for patients. #inclisiran,2021-01-30T14:20:27+00:00
Alireza Mazinanian,@AlirezaAustria,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-30T14:15:17+00:00
Ritu Thamman MD,@iamritu,"Doctor,Researcher/Academic","RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-30T13:59:39+00:00
J-P,@JohnPaulCorry,Individual Other Health,RT @fhpatienteurope: 📣Breaking news: #inclisiran used in @KardiologieWien  outside of clinical trials. #FindFH #cholesterol #CVD #heart! Wa…,2021-01-30T13:55:26+00:00
"Erin D. Michos, M.D.",@ErinMichos,"Doctor,Researcher/Academic",#Inclisiran,2021-01-30T13:55:21+00:00
Dawn Bell,@TheDawnBell,Individual Other Health,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-30T13:24:30+00:00
isabella presch,@isabell96270032,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-30T13:04:18+00:00
Trip Database,@tripdatabase,Org. Other Healthcare,New2Trip: Inclisiran (Leqvio) - primary hypercholesterolaemia or mixed dyslipidaemia https://t.co/Nq3x2cBE2t,2021-01-30T12:51:32+00:00
"Joel Heart Prevention"" Kahn MD"," FACC""",@drjkahn,Doctor,Inclisiran now has its cost-effectiveness report from ICER. Should Novartis be concerned? | FiercePharma. #kahnchronicle  @Novartis  https://t.co/IoKo0lhlCl
MLenz90_MUW,@maxlenzmeduniw1,,"RT @KardiologieWien: Heute wurde an der kardiologischen Lipidambulanz der @MedUni_Wien zum weltweit ersten Mal #Inclisiran, ein neuer revol…",2021-01-30T11:56:29+00:00
MLenz90_MUW,@maxlenzmeduniw1,,"RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-30T11:56:14+00:00
Dr. #veryasian Sou (서성만/徐成萬) 🩺🫀,@soumd,HCP,"RT @papathanasiou_: „Doctor could you please shut down my cholesterol genes“?

#genesilencing 

#RNAinterference 

#cardiotwitter",2021-01-30T11:52:50+00:00
josh #CUCUKMYAZ,@joshfoo,,"Coming up next:

https://t.co/GGT3TqFoVf",2021-01-30T09:36:58+00:00
Peter Lüdike,@luedike,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-30T08:32:49+00:00
The IRAQI LIPID CLINICS NETWORK,@IraqiLipid,,"RT @Fatima_Lahmood: Amazing news!
This sparks me with hope for a better future for the FH patients, I can't wait for it! 
#Inclisiran #Know…",2021-01-30T07:12:58+00:00
Gerrit Zijlstra,@gerrit_zijlstra,Individual Other Health,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-30T07:04:59+00:00
Ebru Erbay,@EbruErbayLab,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-30T06:00:53+00:00
Cardiology Bot,@BotCardiology,Spam,"RT @BenSaaud: The worldwide first dose of #Inclisiran, a novel cholesterol-lowering agent 💉💉
@MedUni_Wien @KardiologieWien 
 
#cardiotwitte…",2021-01-30T03:26:38+00:00
𝐀𝐛𝐝𝐞𝐥𝐬𝐚𝐥𝐚𝐦 𝐁𝐞𝐧 𝐒𝐚𝐚𝐮𝐝,@BenSaaud,Doctor,"The worldwide first dose of #Inclisiran, a novel cholesterol-lowering agent 💉💉
@MedUni_Wien @KardiologieWien 
 
#cardiotwitter #LDL #CardioUpdate #Cardiology 👇🏻👇🏻",2021-01-30T03:06:18+00:00
stealin_your_thunder,@StealinT,Investor,"$SPPI I've been real busy the past few days, I had meant to post this. Novartis mentioned the challenges they're dealing with their factory inspection for inclisiran this past week. Spectrum Pharma said they'd be th... https://t.co/tpm71g0dqH https://t.co/GjMoRTZKqp",2021-01-30T02:22:23+00:00
医者ブログ紹介（note記事なども）,@anes_blog_jp,,inclisiran、LDLコレステロールが50%低下 https://t.co/kI9QSn8JIU https://t.co/Sn9llvtn1O,2021-01-29T21:43:11+00:00
HealthEconomics.Com | A Scientist.com Company,@www_healthecon,Org. Other Healthcare,What Will Happen to Novartis Cholesterol Drug? https://t.co/2CCGt6k8xP #HEOR #Novartis @icer_review #drugcosts https://t.co/TzqIICP906,2021-01-29T21:00:24+00:00
Roop Sunil Reddy Parlapalli,@RoopParlapalli,,"RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-29T19:44:31+00:00
Peter Carey,@drpecarey,,RT @cj_binder: @ProfKausikRay @society_eas @LaleTokgozoglu @fhscglobal,2021-01-29T19:21:16+00:00
katarina lalic,@k_lalic,Researcher/Academic,"@Anabelli1810 Da, bijem tu bitku sa statinima svaki dan, nažalost. Inclisiran je sličan kao PCSK9, deluje na nivou LDL receptora. Vrlo skoro su ga registrovali u EU (Novartis)",2021-01-29T18:57:48+00:00
Dr. Martha Gulati “Get Vaccinated Please”,@DrMarthaGulati,Doctor,"RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-29T18:40:44+00:00
Fatima K. Lahmood,@Fatima_Lahmood,,"Amazing news!
This sparks me with hope for a better future for the FH patients, I can't wait for it! 
#Inclisiran #KnowFH",2021-01-29T18:24:52+00:00
Sarvodya Education Consultants,@GlobalSarvodya,,"RT @punitbansal14: Biggest potential new drug launches in 2021 (2026e sales $ bn)

Aducanumab: 4.92
Efgartigimod: 2.52
Roxadustat: 2.30
Inc…",2021-01-29T18:14:46+00:00
SABOURETCardiologist,@SABOURETCardio,"Doctor,Researcher/Academic",#lipids #inclisiran,2021-01-29T18:14:16+00:00
Fatima K. Lahmood,@Fatima_Lahmood,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-29T18:13:35+00:00
𝐀𝐛𝐝𝐞𝐥𝐬𝐚𝐥𝐚𝐦 𝐁𝐞𝐧 𝐒𝐚𝐚𝐮𝐝,@BenSaaud,Doctor,"RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-29T17:52:35+00:00
Prof Kausik Ray,@ProfKausikRay,Doctor,RT @cj_binder: @ProfKausikRay @society_eas @LaleTokgozoglu @fhscglobal,2021-01-29T17:35:46+00:00
Ann Marie Navar,@AnnMarieNavar,Doctor,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-29T17:29:58+00:00
"Erin D. Michos, M.D.",@ErinMichos,"Doctor,Researcher/Academic",Agree 💯. Looking forward to having this option for patients. #inclisiran,2021-01-29T17:27:13+00:00
DJ Iwata,@dpiwata,,"RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-29T17:25:41+00:00
"Erin D. Michos, M.D.",@ErinMichos,"Doctor,Researcher/Academic","RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-29T17:22:45+00:00
"Marc M. Vorpahl, MD",@MarcVorpahl,Doctor,"RT @KardiologieWien: Heute wurde an der kardiologischen Lipidambulanz der @MedUni_Wien zum weltweit ersten Mal #Inclisiran, ein neuer revol…",2021-01-29T17:22:02+00:00
katarina lalic,@k_lalic,Researcher/Academic,"#inclisiran je danas prvi put dat pacijentu u Beču, van studija 👏👏👏",2021-01-29T16:51:17+00:00
katarina lalic,@k_lalic,Researcher/Academic,"#inclisiran sjajan lek! Već dve godine ga dobija 5 naših pacijenata sa izrazito povišenim holesterolom, u okviru studije, neverovatni su rezultati! Nadamo se da dodje i kod nas 🙏",2021-01-29T16:47:48+00:00
katarina lalic,@k_lalic,Researcher/Academic,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-29T16:43:45+00:00
FH Europe - The European FH Patient Network,@fhpatienteurope,Org. Other Healthcare,📣Breaking news: #inclisiran used in @KardiologieWien  outside of clinical trials. #FindFH #cholesterol #CVD #heart! Way forward!!!!,2021-01-29T16:43:13+00:00
Maciej Banach,@maciejbanach,Doctor,RT @pabeda1: Historical tweet! @ProfKausikRay @drpablocorral @rauldsf_santos @maciejbanach @MeralKayikcoglu @Drlipid,2021-01-29T16:37:57+00:00
Walter Speidl,@WalterSpeidl,,"RT @krychtiukmd: The beginning of a new era in lipid management @KardiologieWien @MedUni_Wien 

@rafavidalperez @DrMarthaGulati @RosselloXa…",2021-01-29T16:35:24+00:00
Walter Speidl,@WalterSpeidl,,"RT @KardiologieWien: Heute wurde an der kardiologischen Lipidambulanz der @MedUni_Wien zum weltweit ersten Mal #Inclisiran, ein neuer revol…",2021-01-29T16:33:47+00:00
Prof Alberico L. Catapano,@AL_Catapano,Researcher/Academic,RT @pabeda1: Historical tweet! @ProfKausikRay @drpablocorral @rauldsf_santos @maciejbanach @MeralKayikcoglu @Drlipid,2021-01-29T16:27:47+00:00
Cardiology Bot,@BotCardiology,Spam,"RT @papathanasiou_: „Doctor could you please shut down my cholesterol genes“?

#genesilencing 

#RNAinterference 

#cardiotwitter https://t…",2021-01-29T16:26:23+00:00
IANCARDIOLOGY,@CardioIAN,Journalist/Media,@CardioIAN #cardiotwitter #CardioTwitter,2021-01-29T16:26:15+00:00
WWW.PHARMABOX.IN,@pharmabox_in,,Inclisiran now has its cost-effectiveness report from ICER. Should Novartis be concerned? https://t.co/B8ghnfUB5B,2021-01-29T16:13:02+00:00
Maria Papathanasiou,@papathanasiou_,Doctor,"„Doctor could you please shut down my cholesterol genes“?

#genesilencing 

#RNAinterference 

#cardiotwitter",2021-01-29T16:11:21+00:00
前田静吾｜Insights4 Pharma編集長,@seigomaeda,,Inclisiran now has its cost-effectiveness report from ICER. Should Novartis be concerned? https://t.co/c33MAdH7nJ,2021-01-29T16:10:32+00:00
"Viet Le PA-C, FACC FAHA",@VietHeartPA,"HCP,Researcher/Academic","@krychtiukmd @KardiologieWien @MedUni_Wien @rafavidalperez @DrMarthaGulati @RosselloXavier @SilCastelletti @purviparwani @SamRRazaMD @DrMichaelShapir @ShoaClarke @EkindigNP @ErinMichos Fantastic! I am jealous (ecstatic actually) for you and your patients. I am excited to see Inclisiran approved at some point in the USA. Imagine, 1 injection every 6 months for 50-60% LDL-C reduction. #siRNA for the win!",2021-01-29T15:54:58+00:00
